year,sex,age_group,activity,units,activity_long,Number of people,Average
2021,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1237,3.571784776902887
2021,Male,"(45,55]",lserr,Combined,Household errands,1237,3.7635981912144705
2021,Male,"(45,55]",lshw,Combined,Housework,1237,7.05108869676593
2021,Male,"(45,55]",lsod,Combined,Outdoor tasks,1237,4.971573359073359
2021,Male,"(45,55]",lschd,Combined,Playing with your children,1237,4.300805391190006
2021,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1237,0.27554438860971525
2021,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1237,0.6539039039039038
2021,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1237,1.4471830985915493
2021,Male,"(55,65]",lsemp,Combined,Paid employment,1250,27.66650778519225
2021,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,1250,2.7184719535783364
2021,Male,"(55,65]",lserr,Combined,Household errands,1250,4.21232159847764
2021,Male,"(55,65]",lshw,Combined,Housework,1250,7.375703001579779
2021,Male,"(55,65]",lsod,Combined,Outdoor tasks,1250,6.134316523945449
2021,Male,"(55,65]",lschd,Combined,Playing with your children,1250,1.4575579497224942
2021,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,1250,0.8631992149165849
2021,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,1250,0.9271653543307087
2021,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1250,2.3885518590998043
2021,Male,"(65,75]",lsemp,Combined,Paid employment,933,5.574233128834356
2021,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,933,0.493094944512947
2021,Male,"(65,75]",lserr,Combined,Household errands,933,4.999077416766948
2021,Male,"(65,75]",lshw,Combined,Housework,933,8.285138387484958
2021,Male,"(65,75]",lsod,Combined,Outdoor tasks,933,8.008613782051283
2021,Male,"(65,75]",lschd,Combined,Playing with your children,933,0.36275344687753447
2021,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,933,1.3440794809407948
2021,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,933,1.5315490673154906
2021,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,933,1.2243276283618583
2021,Male,"(75,Inf]",lsemp,Combined,Paid employment,626,0.49806810740013097
2021,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,626,0.061386138613861385
2021,Male,"(75,Inf]",lserr,Combined,Household errands,626,4.93391360412637
2021,Male,"(75,Inf]",lshw,Combined,Housework,626,8.360388782664117
2021,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,626,7.470192307692308
2021,Male,"(75,Inf]",lschd,Combined,Playing with your children,626,0.12113740959894806
2021,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,626,0.26522593320235754
2021,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,626,1.6910331384015596
2021,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,626,1.9891518737672584
2021,Female,"(15,25]",lsemp,Combined,Paid employment,1356,20.46769019248396
2021,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1356,2.2500776638707674
2021,Female,"(15,25]",lserr,Combined,Household errands,1356,2.537170042971148
2021,Female,"(15,25]",lshw,Combined,Housework,1356,5.755535335153169
2021,Female,"(15,25]",lsod,Combined,Outdoor tasks,1356,1.1803867403314916
2021,Female,"(15,25]",lschd,Combined,Playing with your children,1356,3.1349796174349325
2021,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1356,0.7271806853582554
2021,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1356,0.43476011288805266
2021,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1356,0.43020344287949924
2021,Female,"(25,35]",lsemp,Combined,Paid employment,1799,26.563366013071896
2021,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1799,2.685117867371668
2021,Female,"(25,35]",lserr,Combined,Household errands,1799,4.165296803652968
2021,Female,"(25,35]",lshw,Combined,Housework,1799,11.667120328364657
2021,Female,"(25,35]",lsod,Combined,Outdoor tasks,1799,2.1009542398612013
2021,Female,"(25,35]",lschd,Combined,Playing with your children,1799,18.72921878428791
2021,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1799,0.6933355511199822
2021,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1799,0.35212342402123425
2021,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1799,0.5560243632336656
2021,Female,"(35,45]",lsemp,Combined,Paid employment,1383,26.768835140394774
2021,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1383,2.5875035221189067
2021,Female,"(35,45]",lserr,Combined,Household errands,1383,5.0239287701725095
2021,Female,"(35,45]",lshw,Combined,Housework,1383,14.7650826446281
2021,Female,"(35,45]",lsod,Combined,Outdoor tasks,1383,2.626472222222222
2021,Female,"(35,45]",lschd,Combined,Playing with your children,1383,19.05750487329435
2021,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1383,0.7417021881216255
2021,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1383,0.7049393169630257
2021,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1383,0.8534213515048268
2021,Female,"(45,55]",lsemp,Combined,Paid employment,1354,27.73585039817975
2021,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1354,2.4694517351997667
2021,Female,"(45,55]",lserr,Combined,Household errands,1354,5.215611633875107
2021,Female,"(45,55]",lshw,Combined,Housework,1354,13.793652813118461
2021,Female,"(45,55]",lsod,Combined,Outdoor tasks,1354,3.2665813424345846
2021,Female,"(45,55]",lschd,Combined,Playing with your children,1354,5.81698717948718
2021,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1354,1.1218289085545723
2021,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1354,0.6580985915492957
2021,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1354,2.5195991747715887
2021,Female,"(55,65]",lsemp,Combined,Paid employment,1383,18.34488543371522
2021,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1383,1.7905017921146953
2021,Female,"(55,65]",lserr,Combined,Household errands,1383,4.985598705501618
2021,Female,"(55,65]",lshw,Combined,Housework,1383,14.265821936175918
2021,Female,"(55,65]",lsod,Combined,Outdoor tasks,1383,4.270833333333333
2021,Female,"(55,65]",lschd,Combined,Playing with your children,1383,0.9880852842809364
2021,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1383,2.125739810161921
2021,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1383,1.1848092453355612
2021,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1383,3.1391219239373602
2021,Female,"(65,75]",lsemp,Combined,Paid employment,1072,4.193407564510427
2021,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,1072,0.38086486486486487
2021,Female,"(65,75]",lserr,Combined,Household errands,1072,5.450948366701791
2021,Female,"(65,75]",lshw,Combined,Housework,1072,17.498371056241428
2021,Female,"(65,75]",lsod,Combined,Outdoor tasks,1072,4.606178608515057
2021,Female,"(65,75]",lschd,Combined,Playing with your children,1072,0.3672014260249554
2021,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,1072,1.77541622387531
2021,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,1072,1.5471398305084745
2021,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,1072,2.6838675213675214
2021,Female,"(75,Inf]",lsemp,Combined,Paid employment,768,0.14634146341463414
2021,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,768,0.013077351140790207
2021,Female,"(75,Inf]",lserr,Combined,Household errands,768,5.376413570274637
2021,Female,"(75,Inf]",lshw,Combined,Housework,768,15.892133333333334
2021,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,768,4.002438370846731
2021,Female,"(75,Inf]",lschd,Combined,Playing with your children,768,0.15673289183222958
2021,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,768,0.6105363984674329
2021,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,768,1.0304383116883118
2021,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,768,2.739088925259138
2022,Male,"(15,25]",lsemp,Combined,Paid employment,1279,24.6218085106383
2022,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1279,2.508395855662737
2022,Male,"(15,25]",lserr,Combined,Household errands,1279,1.7571225071225072
2022,Male,"(15,25]",lshw,Combined,Housework,1279,3.308271474019088
2022,Male,"(15,25]",lsod,Combined,Outdoor tasks,1279,1.7211134827463537
2022,Male,"(15,25]",lschd,Combined,Playing with your children,1279,0.9647261516140733
2022,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1279,0.31948968512486425
2022,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1279,0.49886117136659436
2022,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1279,0.27952898550724636
2022,Male,"(25,35]",lsemp,Combined,Paid employment,1576,37.98876997716895
2022,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1576,4.049611398963731
2022,Male,"(25,35]",lserr,Combined,Household errands,1576,3.147836606888699
2022,Male,"(25,35]",lshw,Combined,Housework,1576,5.839754445385267
2022,Male,"(25,35]",lsod,Combined,Outdoor tasks,1576,3.0866467576791807
2022,Male,"(25,35]",lschd,Combined,Playing with your children,1576,7.285369400814427
2022,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1576,0.365625
2022,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1576,0.5065863812072554
2022,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1576,0.5262567324955116
2022,Male,"(35,45]",lsemp,Combined,Paid employment,1280,39.628078658929724
2022,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1280,4.337312459230268
2022,Male,"(35,45]",lserr,Combined,Household errands,1280,3.9448148148148148
2022,Male,"(35,45]",lshw,Combined,Housework,1280,7.2899679487179485
2022,Male,"(35,45]",lsod,Combined,Outdoor tasks,1280,3.9491423948220064
2022,Male,"(35,45]",lschd,Combined,Playing with your children,1280,10.211592775041051
2022,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1280,0.489397053785543
2022,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1280,0.7380149812734083
2022,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1280,1.0894663894663894
2022,Male,"(45,55]",lsemp,Combined,Paid employment,1184,37.249983027834354
2022,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1184,3.887948717948718
2022,Male,"(45,55]",lserr,Combined,Household errands,1184,3.827992539844015
2022,Male,"(45,55]",lshw,Combined,Housework,1184,6.92983789260385
2022,Male,"(45,55]",lsod,Combined,Outdoor tasks,1184,4.601335361730899
2022,Male,"(45,55]",lschd,Combined,Playing with your children,1184,4.474011892270024
2022,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1184,0.3084509591024249
2022,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1184,0.7893890675241158
2022,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1184,0.8859744990892532
2022,Male,"(55,65]",lsemp,Combined,Paid employment,1215,28.482905982905983
2022,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,1215,2.93750418760469
2022,Male,"(55,65]",lserr,Combined,Household errands,1215,4.198893229166667
2022,Male,"(55,65]",lshw,Combined,Housework,1215,7.207984420642648
2022,Male,"(55,65]",lsod,Combined,Outdoor tasks,1215,5.911326860841424
2022,Male,"(55,65]",lschd,Combined,Playing with your children,1215,1.39247311827957
2022,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,1215,0.8047921071176886
2022,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,1215,1.1202142606252194
2022,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1215,2.069359380499824
2022,Male,"(65,75]",lsemp,Combined,Paid employment,921,5.785669191919192
2022,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,921,0.6029587058322691
2022,Male,"(65,75]",lserr,Combined,Household errands,921,4.982843137254902
2022,Male,"(65,75]",lshw,Combined,Housework,921,8.058007334963325
2022,Male,"(65,75]",lsod,Combined,Outdoor tasks,921,7.792298288508557
2022,Male,"(65,75]",lschd,Combined,Playing with your children,921,0.6979932403886776
2022,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,921,1.284263959390863
2022,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,921,1.6339622641509435
2022,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,921,1.657994923857868
2022,Male,"(75,Inf]",lsemp,Combined,Paid employment,642,1.1282051282051282
2022,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,642,0.1017422748191979
2022,Male,"(75,Inf]",lserr,Combined,Household errands,642,5.360534591194969
2022,Male,"(75,Inf]",lshw,Combined,Housework,642,8.325884543761639
2022,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,642,7.565442561205273
2022,Male,"(75,Inf]",lschd,Combined,Playing with your children,642,0.10090264345583494
2022,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,642,0.4700772200772201
2022,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,642,1.6272435897435897
2022,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,642,2.4036964980544746
2022,Female,"(15,25]",lsemp,Combined,Paid employment,1267,21.99459724950884
2022,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1267,2.4293034825870645
2022,Female,"(15,25]",lserr,Combined,Household errands,1267,2.361806239737274
2022,Female,"(15,25]",lshw,Combined,Housework,1267,5.4270914396887155
2022,Female,"(15,25]",lsod,Combined,Outdoor tasks,1267,1.0850670592083742
2022,Female,"(15,25]",lschd,Combined,Playing with your children,1267,3.6864166666666667
2022,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1267,0.6071310116086236
2022,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1267,0.42291666666666666
2022,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1267,0.42301905717151456
2022,Female,"(25,35]",lsemp,Combined,Paid employment,1659,27.473895582329316
2022,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1659,2.9382879656160457
2022,Female,"(25,35]",lserr,Combined,Household errands,1659,4.351485380116959
2022,Female,"(25,35]",lshw,Combined,Housework,1659,11.19124155602143
2022,Female,"(25,35]",lsod,Combined,Outdoor tasks,1659,1.8976906927921624
2022,Female,"(25,35]",lschd,Combined,Playing with your children,1659,17.48586040914561
2022,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1659,0.6066809830589358
2022,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1659,0.49242857142857144
2022,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1659,0.501395848246242
2022,Female,"(35,45]",lsemp,Combined,Paid employment,1375,27.37766468758835
2022,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1375,2.8359437751004015
2022,Female,"(35,45]",lserr,Combined,Household errands,1375,4.971467006513736
2022,Female,"(35,45]",lshw,Combined,Housework,1375,13.869227539882452
2022,Female,"(35,45]",lsod,Combined,Outdoor tasks,1375,2.4547760770975056
2022,Female,"(35,45]",lschd,Combined,Playing with your children,1375,18.75107020547945
2022,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1375,0.7276564774381368
2022,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1375,0.6974559121133276
2022,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1375,1.032805628847845
2022,Female,"(45,55]",lsemp,Combined,Paid employment,1314,28.509857723577237
2022,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1314,2.779342723004695
2022,Female,"(45,55]",lserr,Combined,Household errands,1314,4.93074812247256
2022,Female,"(45,55]",lshw,Combined,Housework,1314,13.551308599367271
2022,Female,"(45,55]",lsod,Combined,Outdoor tasks,1314,3.1680337405468295
2022,Female,"(45,55]",lschd,Combined,Playing with your children,1314,6.264424514200299
2022,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1314,1.0078849721706864
2022,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1314,0.8841560024375381
2022,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1314,3.0588117283950615
2022,Female,"(55,65]",lsemp,Combined,Paid employment,1335,18.777481669486747
2022,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1335,1.9973805411629246
2022,Female,"(55,65]",lserr,Combined,Household errands,1335,5.235525950596725
2022,Female,"(55,65]",lshw,Combined,Housework,1335,13.741349862258954
2022,Female,"(55,65]",lsod,Combined,Outdoor tasks,1335,3.8500837520938025
2022,Female,"(55,65]",lschd,Combined,Playing with your children,1335,1.051056338028169
2022,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1335,2.1584938704028023
2022,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1335,1.1112573099415204
